Province/State,Country/Region,Continent,Lat,Long,Date,Confirmed,Deaths,Recovered
,Afghanistan,Asia,33.93911,67.709953,2020-01-22,0,0.0,0
,Albania,Europe,41.1533,20.1683,2020-01-22,0,0.0,0
,Algeria,Africa,28.0339,1.6596,2020-01-22,0,0.0,0
,Andorra,Europe,42.5063,1.5218,2020-01-22,0,0.0,0
,Angola,Africa,-11.2027,17.8739,2020-01-22,0,0.0,0
,Antigua and Barbuda,North America,17.0608,-61.7964,2020-01-22,0,0.0,0
,Argentina,South America,-38.4161,-63.6167,2020-01-22,0,0.0,0
,Armenia,Asia,40.0691,45.0382,2020-01-22,0,0.0,0
Australian Capital Territory,Australia,Australia,-35.4735,149.0124,2020-01-22,0,0.0,0
New South Wales,Australia,Australia,-33.8688,151.2093,2020-01-22,0,0.0,0
Northern Territory,Australia,Australia,-12.4634,130.8456,2020-01-22,0,0.0,0
Queensland,Australia,Australia,-27.4698,153.0251,2020-01-22,0,0.0,0
South Australia,Australia,Australia,-34.9285,138.6007,2020-01-22,0,0.0,0
Tasmania,Australia,Australia,-42.8821,147.3272,2020-01-22,0,0.0,0
Victoria,Australia,Australia,-37.8136,144.9631,2020-01-22,0,0.0,0
Western Australia,Australia,Australia,-31.9505,115.8605,2020-01-22,0,0.0,0
,Austria,Europe,47.5162,14.5501,2020-01-22,0,0.0,0
,Azerbaijan,Asia,40.1431,47.5769,2020-01-22,0,0.0,0
,Bahamas,North America,25.025885,-78.035889,2020-01-22,0,0.0,0
,Bahrain,Asia,26.0275,50.55,2020-01-22,0,0.0,0
,Bangladesh,Asia,23.685,90.3563,2020-01-22,0,0.0,0
,Barbados,North America,13.1939,-59.5432,2020-01-22,0,0.0,0
,Belarus,Europe,53.7098,27.9534,2020-01-22,0,0.0,0
,Belgium,Europe,50.8333,4.469936,2020-01-22,0,0.0,0
,Benin,Africa,9.3077,2.3158,2020-01-22,0,0.0,0
,Bhutan,Asia,27.5142,90.4336,2020-01-22,0,0.0,0
,Bolivia,South America,-16.2902,-63.5887,2020-01-22,0,0.0,0
,Bosnia and Herzegovina,Europe,43.9159,17.6791,2020-01-22,0,0.0,0
,Brazil,South America,-14.235,-51.9253,2020-01-22,0,0.0,0
,Brunei,Asia,4.5353,114.7277,2020-01-22,0,0.0,0
,Bulgaria,Europe,42.7339,25.4858,2020-01-22,0,0.0,0
,Burkina Faso,Africa,12.2383,-1.5616,2020-01-22,0,0.0,0
,Cabo Verde,Africa,16.5388,-23.0418,2020-01-22,0,0.0,0
,Cambodia,Asia,11.55,104.9167,2020-01-22,0,0.0,0
,Cameroon,Africa,3.8480000000000003,11.5021,2020-01-22,0,0.0,0
Alberta,Canada,North America,53.9333,-116.5765,2020-01-22,0,0.0,0
British Columbia,Canada,North America,53.7267,-127.6476,2020-01-22,0,0.0,0
Grand Princess,Canada,North America,0.0,0.0,2020-01-22,0,0.0,0
Manitoba,Canada,North America,53.7609,-98.8139,2020-01-22,0,0.0,0
New Brunswick,Canada,North America,46.5653,-66.4619,2020-01-22,0,0.0,0
Newfoundland and Labrador,Canada,North America,53.1355,-57.6604,2020-01-22,0,0.0,0
Nova Scotia,Canada,North America,44.681999999999995,-63.7443,2020-01-22,0,0.0,0
Ontario,Canada,North America,51.2538,-85.3232,2020-01-22,0,0.0,0
Prince Edward Island,Canada,North America,46.5107,-63.4168,2020-01-22,0,0.0,0
Quebec,Canada,North America,52.9399,-73.5491,2020-01-22,0,0.0,0
Saskatchewan,Canada,North America,52.9399,-106.4509,2020-01-22,0,0.0,0
,Central African Republic,Africa,6.6111,20.9394,2020-01-22,0,0.0,0
,Chad,Africa,15.4542,18.7322,2020-01-22,0,0.0,0
,Chile,South America,-35.6751,-71.543,2020-01-22,0,0.0,0
Anhui,China,Asia,31.8257,117.2264,2020-01-22,1,0.0,0
Beijing,China,Asia,40.1824,116.4142,2020-01-22,14,0.0,0
Chongqing,China,Asia,30.0572,107.874,2020-01-22,6,0.0,0
Fujian,China,Asia,26.0789,117.9874,2020-01-22,1,0.0,0
Gansu,China,Asia,35.7518,104.2861,2020-01-22,0,0.0,0
Guangdong,China,Asia,23.3417,113.4244,2020-01-22,26,0.0,0
Guangxi,China,Asia,23.8298,108.7881,2020-01-22,2,0.0,0
Guizhou,China,Asia,26.8154,106.8748,2020-01-22,1,0.0,0
Hainan,China,Asia,19.1959,109.7453,2020-01-22,4,0.0,0
Hebei,China,Asia,39.549,116.1306,2020-01-22,1,0.0,0
Heilongjiang,China,Asia,47.861999999999995,127.7615,2020-01-22,0,0.0,0
Henan,China,Asia,37.8957,114.9042,2020-01-22,5,0.0,0
Hong Kong,China,Asia,22.3,114.2,2020-01-22,0,0.0,0
Hubei,China,Asia,30.9756,112.2707,2020-01-22,444,17.0,28
Hunan,China,Asia,27.6104,111.7088,2020-01-22,4,0.0,0
Inner Mongolia,China,Asia,44.0935,113.9448,2020-01-22,0,0.0,0
Jiangsu,China,Asia,32.9711,119.455,2020-01-22,1,0.0,0
Jiangxi,China,Asia,27.614,115.7221,2020-01-22,2,0.0,0
Jilin,China,Asia,43.6661,126.1923,2020-01-22,0,0.0,0
Liaoning,China,Asia,41.2956,122.6085,2020-01-22,2,0.0,0
Macau,China,Asia,22.1667,113.55,2020-01-22,1,0.0,0
Ningxia,China,Asia,37.2692,106.1655,2020-01-22,1,0.0,0
Qinghai,China,Asia,35.7452,95.9956,2020-01-22,0,0.0,0
Shaanxi,China,Asia,35.1917,108.8701,2020-01-22,0,0.0,0
Shandong,China,Asia,36.3427,118.1498,2020-01-22,2,0.0,0
Shanghai,China,Asia,31.201999999999998,121.4491,2020-01-22,9,0.0,0
Shanxi,China,Asia,37.5777,112.2922,2020-01-22,1,0.0,0
Sichuan,China,Asia,30.6171,102.7103,2020-01-22,5,0.0,0
Tianjin,China,Asia,39.3054,117.323,2020-01-22,4,0.0,0
Tibet,China,Asia,31.6927,88.0924,2020-01-22,0,0.0,0
Xinjiang,China,Asia,41.1129,85.2401,2020-01-22,0,0.0,0
Yunnan,China,Asia,24.974,101.48700000000001,2020-01-22,1,0.0,0
Zhejiang,China,Asia,29.1832,120.0934,2020-01-22,10,0.0,0
,Colombia,South America,4.5709,-74.2973,2020-01-22,0,0.0,0
,Republic of the Congo,Africa,-0.228,15.8277,2020-01-22,0,0.0,0
,Democratic Republic of the Congo,Africa,-4.0383,21.7587,2020-01-22,0,0.0,0
,Costa Rica,North America,9.7489,-83.7534,2020-01-22,0,0.0,0
,Côte d'Ivoire,Africa,7.54,-5.5471,2020-01-22,0,0.0,0
,Croatia,Europe,45.1,15.2,2020-01-22,0,0.0,0
,Diamond Princess,Others,0.0,0.0,2020-01-22,0,0.0,0
,Cuba,North America,21.521757,-77.78116700000002,2020-01-22,0,,0
,Cyprus,Asia,35.1264,33.4299,2020-01-22,0,0.0,0
,Czechia,Europe,49.8175,15.472999999999999,2020-01-22,0,0.0,0
Faroe Islands,Denmark,Europe,61.8926,-6.9118,2020-01-22,0,0.0,0
Greenland,Denmark,Europe,71.7069,-42.6043,2020-01-22,0,0.0,0
,Denmark,Europe,56.2639,9.5018,2020-01-22,0,0.0,0
,Djibouti,Africa,11.8251,42.5903,2020-01-22,0,0.0,0
,Dominican Republic,North America,18.7357,-70.1627,2020-01-22,0,0.0,0
,Ecuador,South America,-1.8312,-78.1834,2020-01-22,0,0.0,0
,Egypt,Africa,26.820553000000004,30.802497999999996,2020-01-22,0,0.0,0
,El Salvador,North America,13.7942,-88.8965,2020-01-22,0,0.0,0
,Equatorial Guinea,Africa,1.6508,10.2679,2020-01-22,0,0.0,0
,Eritrea,Africa,15.1794,39.7823,2020-01-22,0,0.0,0
,Estonia,Europe,58.5953,25.0136,2020-01-22,0,0.0,0
,Eswatini,Africa,-26.5225,31.4659,2020-01-22,0,0.0,0
,Ethiopia,Africa,9.145,40.4897,2020-01-22,0,0.0,0
,Fiji,Australia,-17.7134,178.065,2020-01-22,0,0.0,0
,Finland,Europe,61.92411,25.748151,2020-01-22,0,0.0,0
French Guiana,France,Europe,3.9339,-53.1258,2020-01-22,0,0.0,0
French Polynesia,France,Europe,-17.6797,149.4068,2020-01-22,0,0.0,0
Guadeloupe,France,Europe,16.265,-61.551,2020-01-22,0,0.0,0
Mayotte,France,Europe,-12.8275,45.166244,2020-01-22,0,0.0,0
New Caledonia,France,Europe,-20.904304999999997,165.618042,2020-01-22,0,0.0,0
Reunion,France,Europe,-21.1151,55.5364,2020-01-22,0,0.0,0
Saint Barthelemy,France,Europe,17.9,-62.8333,2020-01-22,0,0.0,0
St Martin,France,Europe,18.0708,-63.0501,2020-01-22,0,0.0,0
Martinique,France,Europe,14.6415,-61.0242,2020-01-22,0,0.0,0
,France,Europe,46.2276,2.2137,2020-01-22,0,0.0,0
,Gabon,Africa,-0.8037,11.6094,2020-01-22,0,0.0,0
,Gambia,Africa,13.4432,-15.3101,2020-01-22,0,0.0,0
,Georgia,Asia,42.3154,43.3569,2020-01-22,0,0.0,0
,Germany,Europe,51.165690999999995,10.451526,2020-01-22,0,0.0,0
,Ghana,Africa,7.9465,-1.0232,2020-01-22,0,0.0,0
,Greece,Europe,39.0742,21.8243,2020-01-22,0,0.0,0
,Guatemala,North America,15.7835,-90.2308,2020-01-22,0,0.0,0
,Guinea,Africa,9.9456,-9.6966,2020-01-22,0,0.0,0
,Guyana,South America,4.860416000000002,-58.93018000000001,2020-01-22,0,,0
,Haiti,North America,18.9712,-72.2852,2020-01-22,0,0.0,0
,Holy See,Others,41.9029,12.4534,2020-01-22,0,0.0,0
,Honduras,North America,15.2,-86.2419,2020-01-22,0,0.0,0
,Hungary,Europe,47.1625,19.5033,2020-01-22,0,0.0,0
,Iceland,Europe,64.9631,-19.0208,2020-01-22,0,0.0,0
,India,Asia,20.593684,78.96288,2020-01-22,0,0.0,0
,Indonesia,Asia,-0.7893,113.9213,2020-01-22,0,0.0,0
,Iran,Asia,32.427908,53.68804599999999,2020-01-22,0,0.0,0
,Iraq,Asia,33.223191,43.679291,2020-01-22,0,0.0,0
,Ireland,Europe,53.1424,-7.6921,2020-01-22,0,0.0,0
,Israel,Asia,31.046051000000002,34.851612,2020-01-22,0,0.0,0
,Italy,Europe,41.87194,12.56738,2020-01-22,0,0.0,0
,Jamaica,North America,18.1096,-77.2975,2020-01-22,0,0.0,0
,Japan,Asia,36.204824,138.252924,2020-01-22,2,0.0,0
,Jordan,Asia,31.24,36.51,2020-01-22,0,0.0,0
,Kazakhstan,Asia,48.0196,66.9237,2020-01-22,0,0.0,0
,Kenya,Africa,-0.0236,37.9062,2020-01-22,0,0.0,0
,South Korea,Asia,35.90775700000001,127.766922,2020-01-22,1,,0
,Kuwait,Asia,29.311659999999996,47.481766,2020-01-22,0,0.0,0
,Kyrgyzstan,Asia,41.20438,74.766098,2020-01-22,0,0.0,0
,Latvia,Europe,56.8796,24.6032,2020-01-22,0,0.0,0
,Lebanon,Asia,33.8547,35.8623,2020-01-22,0,0.0,0
,Liberia,Africa,6.4280550000000005,-9.429499,2020-01-22,0,0.0,0
,Liechtenstein,Europe,47.14,9.55,2020-01-22,0,0.0,0
,Lithuania,Europe,55.1694,23.8813,2020-01-22,0,0.0,0
,Luxembourg,Europe,49.8153,6.1296,2020-01-22,0,0.0,0
,Madagascar,Africa,-18.766947000000002,46.869107,2020-01-22,0,0.0,0
,Malaysia,Asia,4.210483999999999,101.97576600000001,2020-01-22,0,0.0,0
,Maldives,Asia,3.2028,73.2207,2020-01-22,0,0.0,0
,Malta,Europe,35.9375,14.3754,2020-01-22,0,0.0,0
,Mauritania,Africa,21.0079,-10.9408,2020-01-22,0,0.0,0
,Mauritius,Africa,-20.348404000000002,57.552152,2020-01-22,0,0.0,0
,Mexico,North America,23.6345,-102.5528,2020-01-22,0,0.0,0
,Moldova,Europe,47.4116,28.3699,2020-01-22,0,0.0,0
,Monaco,Europe,43.7333,7.4167,2020-01-22,0,0.0,0
,Mongolia,Asia,46.8625,103.8467,2020-01-22,0,0.0,0
,Montenegro,Europe,42.708678000000006,19.37439,2020-01-22,0,0.0,0
,Morocco,Africa,31.7917,-7.0926,2020-01-22,0,0.0,0
,Namibia,Africa,-22.9576,18.4904,2020-01-22,0,0.0,0
,Nepal,Asia,28.1667,84.25,2020-01-22,0,0.0,0
Aruba,Netherlands,Europe,12.5211,-69.9683,2020-01-22,0,0.0,0
Curacao,Netherlands,Europe,12.1696,-68.99,2020-01-22,0,0.0,0
Sint Maarten,Netherlands,Europe,18.0425,-63.0548,2020-01-22,0,0.0,0
,Netherlands,Europe,52.1326,5.2913,2020-01-22,0,0.0,0
,New Zealand,Australia,-40.9006,174.886,2020-01-22,0,0.0,0
,Nicaragua,North America,12.865416,-85.207229,2020-01-22,0,0.0,0
,Niger,Africa,17.607789,8.081666,2020-01-22,0,0.0,0
,Nigeria,Africa,9.082,8.6753,2020-01-22,0,0.0,0
,North Macedonia,Europe,41.6086,21.7453,2020-01-22,0,0.0,0
,Norway,Europe,60.472,8.4689,2020-01-22,0,0.0,0
,Oman,Asia,21.512583,55.92325500000001,2020-01-22,0,,0
,Pakistan,Asia,30.3753,69.3451,2020-01-22,0,0.0,0
,Panama,North America,8.538,-80.7821,2020-01-22,0,0.0,0
,Papua New Guinea,Australia,-6.314993,143.95555,2020-01-22,0,0.0,0
,Paraguay,South America,-23.4425,-58.4438,2020-01-22,0,0.0,0
,Peru,South America,-9.19,-75.0152,2020-01-22,0,0.0,0
,Philippines,Asia,12.879721,121.77401699999999,2020-01-22,0,0.0,0
,Poland,Europe,51.9194,19.1451,2020-01-22,0,0.0,0
,Portugal,Europe,39.3999,-8.2245,2020-01-22,0,0.0,0
,Qatar,Asia,25.3548,51.1839,2020-01-22,0,0.0,0
,Romania,Europe,45.9432,24.9668,2020-01-22,0,0.0,0
,Russia,Europe,61.52401,105.31875600000001,2020-01-22,0,0.0,0
,Rwanda,Africa,-1.9403,29.8739,2020-01-22,0,0.0,0
,Saint Lucia,North America,13.9094,-60.9789,2020-01-22,0,0.0,0
,Saint Vincent and the Grenadines,North America,12.9843,-61.2872,2020-01-22,0,0.0,0
,San Marino,Europe,43.9424,12.4578,2020-01-22,0,0.0,0
,Saudi Arabia,Asia,23.885942,45.079162,2020-01-22,0,0.0,0
,Senegal,Africa,14.4974,-14.4524,2020-01-22,0,0.0,0
,Serbia,Europe,44.0165,21.0059,2020-01-22,0,0.0,0
,Seychelles,Africa,-4.6796,55.492,2020-01-22,0,0.0,0
,Singapore,Asia,1.2833,103.8333,2020-01-22,0,0.0,0
,Slovakia,Europe,48.669,19.699,2020-01-22,0,0.0,0
,Slovenia,Europe,46.1512,14.9955,2020-01-22,0,0.0,0
,Somalia,Africa,5.152149,46.199616,2020-01-22,0,0.0,0
,South Africa,Africa,-30.5595,22.9375,2020-01-22,0,0.0,0
,Spain,Europe,40.463667,-3.7492199999999998,2020-01-22,0,0.0,0
,Sri Lanka,Asia,7.873054,80.77179699999998,2020-01-22,0,,0
,Sudan,Africa,12.8628,30.2176,2020-01-22,0,0.0,0
,Suriname,South America,3.9193,-56.0278,2020-01-22,0,0.0,0
,Sweden,Europe,60.128161,18.643501,2020-01-22,0,0.0,0
,Switzerland,Europe,46.8182,8.2275,2020-01-22,0,0.0,0
,Taiwan,Asia,23.7,121.0,2020-01-22,1,0.0,0
,Tanzania,Africa,-6.369028,34.888822,2020-01-22,0,0.0,0
,Thailand,Asia,15.870032,100.992541,2020-01-22,2,0.0,0
,Togo,Africa,8.6195,0.8248,2020-01-22,0,0.0,0
,Trinidad and Tobago,North America,10.6918,-61.2225,2020-01-22,0,0.0,0
,Tunisia,Africa,33.886917,9.537499,2020-01-22,0,0.0,0
,Turkey,Asia,38.9637,35.2433,2020-01-22,0,0.0,0
,Uganda,Africa,1.373333,32.290275,2020-01-22,0,0.0,0
,Ukraine,Europe,48.3794,31.1656,2020-01-22,0,0.0,0
,United Arab Emirates,Asia,23.424076,53.847818000000004,2020-01-22,0,0.0,0
Bermuda,United Kingdom,Europe,32.3078,-64.7505,2020-01-22,0,0.0,0
Cayman Islands,United Kingdom,Europe,19.3133,-81.2546,2020-01-22,0,0.0,0
Channel Islands,United Kingdom,Europe,49.3723,-2.3644,2020-01-22,0,0.0,0
Gibraltar,United Kingdom,Europe,36.1408,-5.3536,2020-01-22,0,0.0,0
Isle of Man,United Kingdom,Europe,54.2361,-4.5481,2020-01-22,0,0.0,0
Montserrat,United Kingdom,Europe,16.742498,-62.187366000000004,2020-01-22,0,0.0,0
,United Kingdom,Europe,55.3781,-3.4360000000000004,2020-01-22,0,0.0,0
,Uruguay,South America,-32.5228,-55.7658,2020-01-22,0,0.0,0
,USA,North America,40.0,-100.0,2020-01-22,1,0.0,0
,Uzbekistan,Asia,41.377491,64.585262,2020-01-22,0,0.0,0
,Venezuela,South America,6.4238,-66.5897,2020-01-22,0,0.0,0
,Vietnam,Asia,14.058323999999999,108.277199,2020-01-22,0,0.0,0
,Zambia,Africa,-13.133897,27.849332,2020-01-22,0,0.0,0
,Zimbabwe,Africa,-19.015438,29.154857,2020-01-22,0,0.0,0
Diamond Princess,Canada,North America,0.0,0.0,2020-01-22,0,0.0,0
,Dominica,North America,15.415,-61.371,2020-01-22,0,0.0,0
,Grenada,North America,12.1165,-61.678999999999995,2020-01-22,0,0.0,0
,Mozambique,Africa,-18.665695,35.529562,2020-01-22,0,0.0,0
,Syria,Asia,34.802075,38.99681500000001,2020-01-22,0,,0
,Timor-Leste,Others,-8.874217,125.727539,2020-01-22,0,0.0,0
,Belize,North America,17.1899,-88.4976,2020-01-22,0,0.0,0
,Laos,Asia,19.856270000000002,102.495496,2020-01-22,0,0.0,0
,Libya,Africa,26.3351,17.228331,2020-01-22,0,0.0,0
,West Bank and Gaza,Others,31.9522,35.2332,2020-01-22,0,0.0,0
,Guinea-Bissau,Africa,11.8037,-15.1804,2020-01-22,0,0.0,0
,Mali,Africa,17.570692,-3.996166000000001,2020-01-22,0,,0
,Saint Kitts and Nevis,North America,17.357822,-62.782998,2020-01-22,0,0.0,0
Northwest Territories,Canada,North America,64.8255,-124.8457,2020-01-22,0,0.0,0
Yukon,Canada,North America,64.2823,-135.0,2020-01-22,0,0.0,0
,Kosovo,Others,42.602636,20.902977,2020-01-22,0,0.0,0
,Myanmar,Asia,21.9162,95.956,2020-01-22,0,0.0,0
Anguilla,United Kingdom,Europe,18.2206,-63.0686,2020-01-22,0,0.0,0
British Virgin Islands,United Kingdom,Europe,18.4207,-64.64,2020-01-22,0,0.0,0
Turks and Caicos Islands,United Kingdom,Europe,21.69400000000001,-71.7979,2020-01-22,0,,0
,MS Zaandam,Others,0.0,0.0,2020-01-22,0,0.0,0
,Botswana,Africa,-22.3285,24.6849,2020-01-22,0,0.0,0
,Burundi,Africa,-3.3731,29.9189,2020-01-22,0,0.0,0
,Sierra Leone,Africa,8.460555000000001,-11.779889,2020-01-22,0,0.0,0
Caribbean Netherlands,Netherlands,Europe,12.1784,-68.2385,2020-01-22,0,0.0,0
,Malawi,Africa,-13.2543,34.3015,2020-01-22,0,0.0,0
Falkland Islands (Malvinas),United Kingdom,Europe,-51.7963,-59.5236,2020-01-22,0,0.0,0
Saint Pierre and Miquelon,France,Europe,46.8852,-56.3159,2020-01-22,0,0.0,0
,South Sudan,Africa,6.8770000000000024,31.307,2020-01-22,0,,0
,Western Sahara,Others,24.2155,-12.8858,2020-01-22,0,0.0,0
,Sao Tome and Principe,Africa,0.1864,6.6131,2020-01-22,0,0.0,0
